ID,Educacion,Sexo,Tipo_Empleo,Experiencia,Estado_civil,Edad,Utilizacion_tarjetas,Numero_entidades,Default
Cid00397,Estudios Universitarios,F,Trabajador Pago Planilla,7,Soltero,25,0,5 o +,0
Cid00398,Estudios Universitarios,M,Trabajador Pago Planilla,18,Union Libre,25,0,4,0
Cid00399,Estudios Universitarios,F,Trabajador Pago Planilla,28,Soltero,25,8,4,0
Cid00400,Estudios Universitarios,F,Trabajador Pago Planilla,10,Soltero,25,8,3,0
Cid00401,Estudios Universitarios,F,Trabajador Pago Planilla,254,Soltero,25,16,3,0
Cid00402,Estudios Tecnicos,F,Emprendedor,21,Soltero,25,166,5 o +,0
Cid00403,Estudios Universitarios,M,Trabajador Pago Planilla,17,Soltero,25,94,5 o +,0
Cid00404,Estudios Universitarios,M,Trabajador Pago Planilla,9,Soltero,25,64,5 o +,1
Cid00405,Estudios Universitarios,M,Trabajador Pago Planilla,7,Soltero,25,81,5 o +,1
Cid00406,Estudios Tecnicos,M,Trabajador Pago Planilla,9,Soltero,25,42,4,0
Cid00407,Estudios Universitarios,M,Trabajador Pago Planilla,25,Soltero,25,38,5 o +,0
Cid00408,Estudios Universitarios,F,Trabajador Pago Planilla,30,Casado,25,73,4,0
Cid00409,Estudios Universitarios,F,Trabajador Pago Planilla,20,Soltero,25,41,3,0
Cid00410,Estudios Universitarios,F,Trabajador Pago Planilla,6,Soltero,25,47,2,1
Cid00411,Estudios Universitarios,M,Trabajador Pago Planilla,15,Soltero,25,12,4,0
Cid00412,Estudios Tecnicos,F,Trabajador Pago Planilla,33,Soltero,25,15,3,0
Cid00413,Estudios Universitarios,M,Trabajador Pago Planilla,12,Soltero,25,0,4,0
Cid00414,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,25,5,5 o +,0
Cid00415,Estudios Tecnicos,F,Trabajador Pago Planilla,51,Union Libre,25,18,1,0
Cid00416,Estudios Universitarios,F,Trabajador Pago Planilla,29,Soltero,25,8,4,0
Cid00417,Estudios Tecnicos,F,Trabajador Pago Planilla,12,Soltero,25,0,4,0
Cid00418,Estudios Universitarios,F,Trabajador Pago Planilla,9,Soltero,25,10,3,0
Cid00419,Estudios Universitarios,F,Trabajador Pago Planilla,28,Soltero,25,0,5 o +,0
Cid00420,Estudios Universitarios,F,Recibo por Honorarios,48,Soltero,25,143,5 o +,1
Cid00421,Estudios Universitarios,M,Informal,30,Soltero,25,66,5 o +,0
Cid00422,Estudios Tecnicos,F,Recibo por Honorarios,25,Soltero,25,73,5 o +,0
Cid00423,Estudios Universitarios,F,Trabajador Pago Planilla,15,Soltero,25,94,4,1
Cid00424,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,25,75,5 o +,1
Cid00425,Estudios Tecnicos,M,Trabajador Pago Planilla,61,Soltero,25,47,4,1
Cid00426,Estudios Universitarios,F,Trabajador Pago Planilla,30,Soltero,25,80,5 o +,0
Cid00427,Estudios Tecnicos,F,Trabajador Pago Planilla,18,Soltero,25,74,3,0
Cid00428,Estudios Universitarios,M,Trabajador Pago Planilla,11,Casado,25,41,5 o +,0
Cid00429,Estudios Universitarios,M,Recibo por Honorarios,12,Soltero,25,72,3,0
Cid00430,Estudios Universitarios,M,Recibo por Honorarios,32,Soltero,25,41,4,0
Cid00431,Estudios Tecnicos,M,Trabajador Pago Planilla,8,Soltero,25,25,5 o +,0
Cid00432,Estudios Universitarios,F,Trabajador Pago Planilla,40,Casado,25,69,3,0
Cid00433,Estudios Universitarios,M,Trabajador Pago Planilla,36,Soltero,25,44,1,0
Cid00434,Estudios Tecnicos,F,Trabajador Pago Planilla,74,Soltero,25,36,2,0
Cid00435,Estudios Universitarios,F,Recibo por Honorarios,46,Soltero,25,20,4,0
Cid00436,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,25,0,5 o +,0
Cid00437,Estudios Universitarios,M,Trabajador Pago Planilla,41,Soltero,25,14,3,0
Cid00438,Estudios Universitarios,M,Trabajador Pago Planilla,20,Soltero,25,3,2,0
Cid00439,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,25,0,5 o +,0
Cid00440,Estudios Tecnicos,M,Trabajador Pago Planilla,38,Union Libre,25,0,2,0
Cid00441,Estudios Universitarios,F,Trabajador Pago Planilla,14,Soltero,25,3,4,0
Cid00442,Estudios Tecnicos,M,Trabajador Pago Planilla,38,Soltero,25,91,3,0
Cid00443,Estudios Universitarios,F,Trabajador Pago Planilla,35,Soltero,25,53,4,0
Cid00444,Estudios Escolares,M,Trabajador Pago Planilla,34,Soltero,25,19,3,1
Cid00445,Estudios Tecnicos,M,Trabajador Pago Planilla,32,Soltero,25,27,2,0
Cid00446,Estudios Universitarios,M,Trabajador Pago Planilla,69,Soltero,25,32,3,0
Cid00447,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,25,39,4,0
Cid00448,Estudios Universitarios,M,Trabajador Pago Planilla,40,Soltero,25,24,4,1
Cid00449,Estudios Universitarios,M,Trabajador Pago Planilla,10,Soltero,25,1,3,0
Cid00450,Estudios Universitarios,M,Trabajador Pago Planilla,14,Soltero,25,0,5 o +,0
Cid00451,Estudios Universitarios,M,Trabajador Pago Planilla,6,Soltero,25,6,4,0
Cid00452,Estudios Tecnicos,F,Trabajador Pago Planilla,23,Soltero,25,87,4,0
Cid00453,Estudios Tecnicos,M,Fuerzas Armadas,75,Soltero,25,79,5 o +,0
Cid00454,Estudios Tecnicos,M,Recibo por Honorarios,31,Soltero,25,33,4,0
Cid00455,Estudios Universitarios,F,Emprendedor,49,Soltero,25,46,4,0
Cid00456,Estudios Tecnicos,M,Fuerzas Armadas,29,Soltero,25,28,4,0
Cid00457,Estudios Escolares,M,Trabajador Pago Planilla,26,Union Libre,25,19,3,0
Cid00458,Estudios Tecnicos,M,Trabajador Pago Planilla,25,Soltero,25,11,2,0
Cid00459,Estudios Tecnicos,M,Trabajador Pago Planilla,8,Soltero,25,0,5 o +,0
Cid00460,Estudios Tecnicos,M,Informal,71,Union Libre,25,0,5 o +,0
Cid00461,Estudios Universitarios,M,Trabajador Pago Planilla,44,Union Libre,25,14,5 o +,0
Cid00462,Estudios Escolares,F,Trabajador Pago Planilla,45,Soltero,25,13,5 o +,1
Cid00463,Estudios Universitarios,F,Trabajador Pago Planilla,15,Soltero,25,0,4,0
Cid00464,Estudios Universitarios,F,Trabajador Pago Planilla,7,Soltero,25,4,2,0
Cid00465,Estudios Universitarios,M,Trabajador Pago Planilla,15,Soltero,25,95,4,1
Cid00466,Estudios Tecnicos,M,Fuerzas Armadas,136,Soltero,25,80,4,1
Cid00467,Estudios Tecnicos,F,Informal,110,Soltero,25,78,5 o +,1
Cid00468,Estudios Tecnicos,F,Informal,31,Union Libre,25,49,4,1
Cid00469,Estudios Tecnicos,F,Trabajador Pago Planilla,13,Soltero,25,50,4,0
Cid00470,Estudios Universitarios,M,Trabajador Pago Planilla,26,Soltero,25,35,5 o +,0
Cid00471,Estudios Tecnicos,F,Trabajador Pago Planilla,25,Soltero,25,26,4,0
Cid00472,Estudios Universitarios,F,Trabajador Pago Planilla,6,Soltero,25,21,5 o +,0
Cid00473,Estudios Tecnicos,M,Trabajador Pago Planilla,35,Casado,25,8,5 o +,0
Cid00474,Estudios Universitarios,M,Fuerzas Armadas,56,Soltero,25,0,4,0
Cid00475,Estudios Universitarios,M,Recibo por Honorarios,38,Soltero,25,3,3,0
Cid00476,Estudios Tecnicos,M,Trabajador Pago Planilla,15,Soltero,25,86,5 o +,1
Cid00477,Estudios Universitarios,F,Emprendedor,16,Soltero,25,91,5 o +,0
Cid00478,Estudios Universitarios,F,Trabajador Pago Planilla,36,Soltero,25,93,5 o +,1
Cid00479,Estudios Tecnicos,F,Trabajador Pago Planilla,30,Soltero,25,91,5 o +,0
Cid00480,Estudios Tecnicos,F,Trabajador Pago Planilla,27,Soltero,25,45,5 o +,0
Cid00481,Estudios Universitarios,F,Trabajador Pago Planilla,22,Soltero,25,34,4,0
Cid00482,Estudios Universitarios,M,Trabajador Pago Planilla,21,Casado,25,33,5 o +,0
Cid00483,Estudios Tecnicos,F,Trabajador Pago Planilla,34,Soltero,25,32,2,1
Cid00484,Estudios Universitarios,M,Recibo por Honorarios,15,Soltero,25,0,5 o +,0
Cid00485,Estudios Tecnicos,M,Trabajador Pago Planilla,40,Soltero,25,0,5 o +,0
Cid00486,Estudios Universitarios,M,Trabajador Pago Planilla,8,Soltero,25,0,5 o +,0
Cid00487,Estudios Tecnicos,F,Trabajador Pago Planilla,18,Soltero,25,3,3,0
Cid00488,Estudios Universitarios,M,Trabajador Pago Planilla,32,Union Libre,25,0,5 o +,0
Cid00489,Estudios Tecnicos,F,Trabajador Pago Planilla,47,Soltero,25,0,5 o +,1
Cid00490,Estudios Universitarios,F,Trabajador Pago Planilla,40,Soltero,25,69,5 o +,0
Cid00491,Estudios Tecnicos,F,Informal,25,Soltero,25,52,4,0
Cid00492,Estudios Tecnicos,F,Trabajador Pago Planilla,16,Soltero,25,50,3,0
Cid00493,Estudios Universitarios,M,Trabajador Pago Planilla,27,Soltero,25,43,5 o +,0
Cid00494,Estudios Universitarios,F,Emprendedor,26,Soltero,25,78,3,0
Cid00495,Estudios Tecnicos,F,Informal,203,Soltero,25,39,5 o +,0
Cid00496,Estudios Universitarios,F,Trabajador Pago Planilla,43,Soltero,25,41,5 o +,0
Cid00497,Estudios Universitarios,F,Trabajador Pago Planilla,57,Soltero,25,61,3,0
Cid00498,Estudios Universitarios,M,Trabajador Pago Planilla,11,Soltero,25,18,4,1
Cid00499,Estudios Universitarios,F,Trabajador Pago Planilla,15,Soltero,25,52,4,0
Cid00500,Estudios Escolares,F,Trabajador Pago Planilla,31,Soltero,25,27,4,0
Cid00501,Estudios Escolares,M,Trabajador Pago Planilla,9,Union Libre,25,2,5 o +,1
Cid00502,Estudios Universitarios,M,Recibo por Honorarios,36,Soltero,25,16,5 o +,0
Cid00503,Estudios Tecnicos,F,Informal,69,Union Libre,25,2,4,0
Cid00504,Estudios Tecnicos,M,Trabajador Pago Planilla,64,Soltero,25,1,3,1
Cid00505,Estudios Universitarios,F,Trabajador Pago Planilla,15,Soltero,25,3,4,0
Cid00506,Estudios Universitarios,F,Trabajador Pago Planilla,6,Soltero,25,16,3,0
Cid00507,Estudios Universitarios,F,Trabajador Pago Planilla,14,Soltero,25,4,4,0
Cid00508,Estudios Tecnicos,M,Trabajador Pago Planilla,21,Soltero,25,94,4,0
Cid00509,Estudios Tecnicos,F,Trabajador Pago Planilla,45,Union Libre,25,92,5 o +,0
Cid00510,Estudios Tecnicos,F,Trabajador Pago Planilla,59,Soltero,25,71,4,0
Cid00511,Estudios Tecnicos,M,Trabajador Pago Planilla,35,Casado,25,22,4,1
Cid00512,Estudios Universitarios,M,Trabajador Pago Planilla,35,Soltero,25,37,4,1
Cid00513,Estudios Escolares,M,Trabajador Pago Planilla,8,Casado,25,21,3,0
Cid00514,Estudios Tecnicos,M,Trabajador Pago Planilla,86,Soltero,25,12,5 o +,1
Cid00515,Estudios Tecnicos,F,Trabajador Pago Planilla,19,Soltero,25,14,4,0
Cid00516,Estudios Universitarios,M,Recibo por Honorarios,39,Soltero,25,0,5 o +,1
Cid00517,Estudios Tecnicos,M,Trabajador Pago Planilla,29,Union Libre,25,6,5 o +,0
Cid00518,Estudios Universitarios,F,Trabajador Pago Planilla,8,Soltero,25,0,5 o +,1
Cid00519,Estudios Universitarios,F,Trabajador Pago Planilla,10,Soltero,25,17,3,0
Cid00520,Estudios Universitarios,F,Trabajador Pago Planilla,7,Soltero,25,6,3,0
Cid00521,Estudios Universitarios,F,Recibo por Honorarios,26,Casado,25,13,4,0
Cid00522,Estudios Tecnicos,M,Trabajador Pago Planilla,14,Soltero,25,83,5 o +,1
Cid00523,Estudios Tecnicos,M,Recibo por Honorarios,104,Soltero,25,93,5 o +,1
Cid00524,Estudios Universitarios,M,Trabajador Pago Planilla,88,Soltero,25,79,5 o +,1
Cid00525,Estudios Escolares,M,Trabajador Pago Planilla,7,Union Libre,25,32,3,0
Cid00526,Estudios Universitarios,F,Trabajador Pago Planilla,36,Soltero,25,50,5 o +,0
Cid00527,Estudios Tecnicos,F,Trabajador Pago Planilla,9,Soltero,25,36,4,1
Cid00528,Estudios Universitarios,M,Trabajador Pago Planilla,36,Soltero,25,40,4,0
Cid00529,Estudios Tecnicos,F,Trabajador Pago Planilla,64,Soltero,25,55,3,0
Cid00530,Estudios Universitarios,M,Trabajador Pago Planilla,15,Soltero,25,11,5 o +,0
Cid00531,Estudios Tecnicos,M,Trabajador Pago Planilla,28,Soltero,25,0,5 o +,0
Cid00532,Estudios Universitarios,M,Trabajador Pago Planilla,23,Soltero,25,0,5 o +,1
Cid00533,Estudios Universitarios,F,Recibo por Honorarios,15,Soltero,25,0,5 o +,0
Cid00534,Estudios Universitarios,F,Trabajador Pago Planilla,80,Soltero,25,18,2,1
Cid00535,Estudios Universitarios,F,Trabajador Pago Planilla,37,Soltero,25,10,3,0
Cid00536,Estudios Universitarios,F,Trabajador Pago Planilla,23,Soltero,25,87,5 o +,1
Cid00537,Estudios Universitarios,M,Trabajador Pago Planilla,12,Soltero,25,139,5 o +,1
Cid00538,Estudios Universitarios,M,Trabajador Pago Planilla,15,Soltero,25,58,4,0
Cid00539,Estudios Universitarios,M,Trabajador Pago Planilla,19,Union Libre,25,72,5 o +,0
Cid00540,Estudios Tecnicos,M,Trabajador Pago Planilla,17,Casado,25,43,5 o +,0
Cid00541,Estudios Tecnicos,F,Trabajador Pago Planilla,12,Soltero,25,32,5 o +,0
Cid00542,Estudios Tecnicos,F,Informal,90,Soltero,25,31,2,0
Cid00543,Estudios Tecnicos,M,Informal,94,Casado,25,49,2,0
Cid00544,Estudios Universitarios,F,Trabajador Pago Planilla,37,Soltero,25,24,4,0
Cid00545,Estudios Tecnicos,F,Trabajador Pago Planilla,26,Soltero,25,0,4,0
Cid00546,Estudios Universitarios,M,Trabajador Pago Planilla,27,Soltero,25,3,5 o +,0
Cid00547,Estudios Universitarios,M,Trabajador Pago Planilla,6,Casado,25,1,4,0
Cid00548,Estudios Universitarios,F,Trabajador Pago Planilla,36,Soltero,25,15,2,0
Cid00549,Estudios Universitarios,F,Trabajador Pago Planilla,34,Soltero,25,0,5 o +,0
Cid00550,Estudios Universitarios,M,Trabajador Pago Planilla,38,Soltero,25,78,3,0
Cid00551,Estudios Universitarios,F,Trabajador Pago Planilla,59,Soltero,25,51,3,0
Cid00552,Estudios Tecnicos,F,Trabajador Pago Planilla,44,Soltero,25,21,3,0
Cid00553,Estudios Universitarios,M,Trabajador Pago Planilla,38,Soltero,25,35,3,1
Cid00554,Estudios Tecnicos,F,Trabajador Pago Planilla,10,Soltero,25,4,3,0
Cid00555,Estudios Universitarios,F,Trabajador Pago Planilla,28,Soltero,25,0,5 o +,0
Cid00556,Estudios Tecnicos,F,Trabajador Pago Planilla,42,Casado,25,3,2,0
Cid00557,Estudios Tecnicos,M,Trabajador Pago Planilla,18,Casado,26,96,5 o +,0
Cid00558,Estudios Universitarios,F,Emprendedor,35,Soltero,26,88,5 o +,1
Cid00559,Estudios Escolares,F,Trabajador Pago Planilla,68,Soltero,26,62,5 o +,0
Cid00560,Estudios Tecnicos,F,Trabajador Pago Planilla,11,Soltero,26,50,4,0
Cid00561,Estudios Universitarios,F,Recibo por Honorarios,22,Casado,26,52,5 o +,0
Cid00562,Estudios Tecnicos,M,Trabajador Pago Planilla,26,Soltero,26,38,5 o +,1
Cid00563,Estudios Universitarios,F,Informal,71,Soltero,26,63,4,0
Cid00564,Estudios Universitarios,M,Trabajador Pago Planilla,43,Soltero,26,42,4,0
Cid00565,Estudios Universitarios,F,Trabajador Pago Planilla,46,Soltero,26,53,3,0
Cid00566,Estudios Tecnicos,F,Trabajador Pago Planilla,10,Soltero,26,31,3,0
Cid00567,Estudios Universitarios,F,Recibo por Honorarios,81,Soltero,26,24,4,0
Cid00568,Estudios Posgrado,F,Trabajador Pago Planilla,42,Soltero,26,39,4,0
Cid00569,Estudios Universitarios,F,Informal,66,Soltero,26,10,3,0
Cid00570,Estudios Universitarios,M,Trabajador Pago Planilla,33,Soltero,26,5,4,0
Cid00571,Estudios Tecnicos,M,Fuerzas Armadas,112,Casado,26,1,3,0
Cid00572,Estudios Tecnicos,F,Trabajador Pago Planilla,24,Soltero,26,1,4,0
Cid00573,Estudios Tecnicos,M,Trabajador Pago Planilla,18,Union Libre,26,0,2,1
Cid00574,Estudios Tecnicos,M,Trabajador Pago Planilla,50,Soltero,26,178,4,0
Cid00575,Estudios Tecnicos,M,Trabajador Pago Planilla,14,Soltero,26,67,3,0
Cid00576,Estudios Tecnicos,M,Trabajador Pago Planilla,12,Soltero,26,29,5 o +,0
Cid00577,Estudios Tecnicos,F,Trabajador Pago Planilla,46,Soltero,26,46,4,0
Cid00578,Estudios Tecnicos,F,Emprendedor,105,Soltero,26,65,4,0
Cid00579,Estudios Tecnicos,F,Trabajador Pago Planilla,7,Soltero,26,22,5 o +,0
Cid00580,Estudios Tecnicos,F,Trabajador Pago Planilla,8,Soltero,26,19,4,0
Cid00581,Estudios Universitarios,F,Trabajador Pago Planilla,21,Soltero,26,11,4,0
Cid00582,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,26,11,4,0
Cid00583,Estudios Tecnicos,M,Trabajador Pago Planilla,8,Soltero,26,6,5 o +,0
Cid00584,Estudios Tecnicos,F,Trabajador Pago Planilla,63,Soltero,26,0,5 o +,0
Cid00585,Estudios Tecnicos,M,Trabajador Pago Planilla,32,Soltero,26,0,5 o +,0
Cid00586,Estudios Tecnicos,F,Trabajador Pago Planilla,10,Soltero,26,0,4,1
Cid00587,Estudios Universitarios,F,Trabajador Pago Planilla,34,Soltero,26,0,5 o +,0
Cid00588,Estudios Tecnicos,F,Trabajador Pago Planilla,19,Soltero,26,100,4,1
Cid00589,Estudios Universitarios,F,Trabajador Pago Planilla,11,Soltero,26,100,5 o +,0
Cid00590,Estudios Universitarios,F,Recibo por Honorarios,38,Soltero,26,62,5 o +,0
Cid00591,Estudios Universitarios,F,Trabajador Pago Planilla,27,Soltero,26,68,4,0
Cid00592,Estudios Tecnicos,F,Trabajador Pago Planilla,6,Casado,26,74,4,1
Cid00593,Estudios Tecnicos,F,Informal,126,Soltero,26,30,5 o +,0
Cid00594,Estudios Tecnicos,M,Trabajador Pago Planilla,10,Casado,26,30,4,1
Cid00595,Estudios Escolares,F,Trabajador Pago Planilla,13,Soltero,26,31,4,0
Cid00596,Estudios Tecnicos,F,Trabajador Pago Planilla,41,Soltero,26,29,3,0
Cid00597,Estudios Universitarios,M,Trabajador Pago Planilla,20,Soltero,26,53,3,0
Cid00598,Estudios Tecnicos,M,Trabajador Pago Planilla,28,Soltero,26,21,2,0
Cid00599,Estudios Universitarios,F,Trabajador Pago Planilla,58,Soltero,26,37,4,0
Cid00600,Estudios Tecnicos,F,Trabajador Pago Planilla,35,Soltero,26,16,4,0
Cid00601,Estudios Universitarios,F,Emprendedor,87,Soltero,26,16,5 o +,0
Cid00602,Estudios Universitarios,M,Trabajador Pago Planilla,20,Soltero,26,9,2,0
Cid00603,Estudios Universitarios,M,Trabajador Pago Planilla,10,Soltero,26,4,2,0
Cid00604,Estudios Universitarios,M,Trabajador Pago Planilla,64,Casado,26,2,5 o +,0
Cid00605,Estudios Universitarios,M,Trabajador Pago Planilla,17,Soltero,26,48,5 o +,0
Cid00606,Estudios Tecnicos,M,Trabajador Pago Planilla,23,Soltero,26,33,4,1
Cid00607,Estudios Universitarios,F,Trabajador Pago Planilla,35,Soltero,26,66,4,0
Cid00608,Estudios Universitarios,F,Trabajador Pago Planilla,31,Soltero,26,47,5 o +,0
Cid00609,Estudios Universitarios,F,Informal,50,Soltero,26,40,4,0
Cid00610,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,26,50,4,0
Cid00611,Estudios Tecnicos,F,Recibo por Honorarios,71,Soltero,26,56,2,0
Cid00612,Estudios Universitarios,F,Trabajador Pago Planilla,26,Soltero,26,38,5 o +,0
Cid00613,Estudios Universitarios,M,Emprendedor,48,Soltero,26,18,4,0
Cid00614,Estudios Tecnicos,F,Trabajador Pago Planilla,72,Soltero,26,22,5 o +,0
Cid00615,Estudios Universitarios,F,Trabajador Pago Planilla,14,Soltero,26,26,4,1
Cid00616,Estudios Universitarios,F,Trabajador Pago Planilla,44,Union Libre,26,37,4,0
Cid00617,Estudios Universitarios,F,Recibo por Honorarios,13,Soltero,26,0,5 o +,0
Cid00618,Estudios Universitarios,M,Trabajador Pago Planilla,22,Soltero,26,7,4,0
Cid00619,Estudios Universitarios,M,Trabajador Pago Planilla,17,Soltero,26,17,4,0
Cid00620,Estudios Tecnicos,M,Trabajador Pago Planilla,27,Soltero,26,0,5 o +,0
Cid00621,Estudios Escolares,M,Trabajador Pago Planilla,98,Soltero,26,14,1,0
Cid00622,Estudios Tecnicos,F,Recibo por Honorarios,41,Soltero,26,17,4,0
Cid00623,Estudios Tecnicos,F,Trabajador Pago Planilla,6,Soltero,26,3,2,1
Cid00624,Estudios Tecnicos,F,Trabajador Pago Planilla,23,Soltero,26,74,5 o +,0
Cid00625,Estudios Universitarios,M,Recibo por Honorarios,25,Casado,26,64,3,1
Cid00626,Estudios Tecnicos,M,Fuerzas Armadas,70,Soltero,26,28,5 o +,0
Cid00627,Estudios Posgrado,F,Trabajador Pago Planilla,8,Soltero,26,87,5 o +,0
Cid00628,Estudios Universitarios,F,Trabajador Pago Planilla,9,Soltero,26,68,4,0
Cid00629,Estudios Tecnicos,M,Trabajador Pago Planilla,16,Soltero,26,24,4,1
Cid00630,Estudios Universitarios,M,Trabajador Pago Planilla,6,Soltero,26,0,5 o +,0
Cid00631,Estudios Tecnicos,F,Trabajador Pago Planilla,39,Soltero,26,8,4,0
Cid00632,Estudios Tecnicos,M,Trabajador Pago Planilla,26,Union Libre,26,16,2,0
Cid00633,Estudios Universitarios,F,Trabajador Pago Planilla,30,Soltero,26,9,5 o +,0
Cid00634,Estudios Universitarios,F,Trabajador Pago Planilla,12,Soltero,26,10,3,0
Cid00635,Estudios Universitarios,F,Trabajador Pago Planilla,272,Soltero,26,14,4,0
Cid00636,Estudios Universitarios,F,Trabajador Pago Planilla,27,Casado,26,11,3,0
Cid00637,Estudios Universitarios,F,Trabajador Pago Planilla,7,Soltero,26,86,5 o +,0
Cid00638,Estudios Universitarios,M,Recibo por Honorarios,12,Soltero,26,59,5 o +,0
Cid00639,Estudios Tecnicos,M,Trabajador Pago Planilla,80,Soltero,26,52,5 o +,1
Cid00640,Estudios Universitarios,F,Trabajador Pago Planilla,24,Casado,26,78,5 o +,0
Cid00641,Estudios Tecnicos,M,Trabajador Pago Planilla,9,Soltero,26,29,2,0
Cid00642,Estudios Universitarios,M,Trabajador Pago Planilla,10,Soltero,26,49,4,0
Cid00643,Estudios Tecnicos,F,Trabajador Pago Planilla,16,Soltero,26,29,3,0
Cid00644,Estudios Tecnicos,M,Trabajador Pago Planilla,7,Soltero,26,6,4,0
Cid00645,Estudios Tecnicos,F,Trabajador Pago Planilla,82,Soltero,26,35,1,0
Cid00646,Estudios Universitarios,M,Trabajador Pago Planilla,20,Soltero,26,0,5 o +,0
Cid00647,Estudios Posgrado,M,Recibo por Honorarios,19,Soltero,26,23,4,0
Cid00648,Estudios Tecnicos,F,Trabajador Pago Planilla,88,Soltero,26,8,5 o +,0
Cid00649,Estudios Universitarios,F,Recibo por Honorarios,14,Soltero,26,0,3,0
Cid00650,Estudios Universitarios,F,Recibo por Honorarios,25,Soltero,26,8,3,0
Cid00651,Estudios Tecnicos,F,Trabajador Pago Planilla,12,Soltero,26,6,2,0
Cid00652,Estudios Tecnicos,F,Trabajador Pago Planilla,49,Soltero,26,0,5 o +,0
Cid00653,Estudios Universitarios,M,Trabajador Pago Planilla,24,Soltero,26,112,5 o +,0
Cid00654,Estudios Tecnicos,F,Trabajador Pago Planilla,53,Soltero,26,100,4,1
Cid00655,Estudios Universitarios,M,Trabajador Pago Planilla,25,Soltero,26,86,5 o +,0
Cid00656,Estudios Universitarios,M,Trabajador Pago Planilla,15,Soltero,26,72,5 o +,0
Cid00657,Estudios Tecnicos,F,Trabajador Pago Planilla,7,Soltero,26,49,4,0
Cid00658,Estudios Universitarios,F,Trabajador Pago Planilla,13,Soltero,26,54,4,1
Cid00659,Estudios Universitarios,M,Trabajador Pago Planilla,47,Union Libre,26,31,4,0
Cid00660,Estudios Universitarios,F,Trabajador Pago Planilla,14,Soltero,26,29,5 o +,0
Cid00661,Estudios Universitarios,F,Trabajador Pago Planilla,81,Soltero,26,34,4,0
Cid00662,Estudios Tecnicos,M,Informal,64,Union Libre,26,0,5 o +,0
Cid00663,Estudios Tecnicos,F,Trabajador Pago Planilla,7,Soltero,26,31,2,1
Cid00664,Estudios Universitarios,M,Trabajador Pago Planilla,10,Casado,26,25,4,0
Cid00665,Estudios Universitarios,M,Trabajador Pago Planilla,16,Soltero,26,2,5 o +,0
Cid00666,Estudios Tecnicos,M,Trabajador Pago Planilla,70,Soltero,26,0,5 o +,0
Cid00667,Estudios Tecnicos,F,Trabajador Pago Planilla,53,Union Libre,26,0,5 o +,0
Cid00668,Estudios Escolares,F,Trabajador Pago Planilla,21,Soltero,26,3,3,0
Cid00669,Estudios Universitarios,F,Trabajador Pago Planilla,22,Soltero,26,0,5 o +,0
Cid00670,Estudios Tecnicos,F,Trabajador Pago Planilla,12,Soltero,26,77,5 o +,1
Cid00671,Estudios Universitarios,F,Recibo por Honorarios,67,Soltero,26,79,5 o +,0
Cid00672,Estudios Tecnicos,F,Emprendedor,94,Soltero,26,52,5 o +,0
Cid00673,Estudios Tecnicos,F,Informal,75,Union Libre,26,52,5 o +,0
